user_id,age,gender,join_date,plan,churn_date,user_email
210,31,F,2024-06-25,standard,2025-11-28,210@daum.net
211,43,F,2022-02-01,basic,2024-04-28,211@gmail.com
212,21,M,2023-02-14,standard,,212@daum.net
213,34,F,2021-08-02,basic,,213@daum.net
214,29,M,2025-05-22,basic,,214@naver.com
215,31,M,2020-08-07,premium,,215@daum.net
216,44,M,2023-03-08,basic,,216@gmail.com
217,39,M,2020-06-30,standard,2026-01-13,217@gmail.com
218,47,F,2021-08-22,standard,,218@gmail.com
219,32,F,2022-02-27,basic,2024-07-21,219@naver.com
220,27,M,2020-05-22,basic,,220@daum.net
221,32,M,2025-04-13,basic,,221@gmail.com
222,36,F,2024-10-06,standard,,222@naver.com
223,36,F,2021-08-06,premium,2024-07-19,223@daum.net
224,23,M,2021-08-19,standard,2025-11-27,224@gmail.com
225,35,M,2019-01-15,standard,,225@daum.net
226,36,F,2024-08-10,premium,,226@gmail.com
227,59,F,2023-09-22,standard,,227@daum.net
228,53,F,2025-12-20,standard,,228@naver.com
229,25,M,2021-01-25,standard,,229@naver.com
230,31,F,2021-10-29,standard,,230@gmail.com
231,19,M,2023-11-14,basic,2025-03-29,231@naver.com
232,28,F,2021-06-01,standard,,232@daum.net
233,37,M,2021-04-05,standard,2024-12-22,233@gmail.com
234,46,M,2020-03-16,basic,,234@daum.net
235,27,M,2026-01-02,premium,,235@naver.com
236,27,M,2022-05-16,basic,,236@daum.net
237,18,M,2024-06-16,standard,,237@naver.com
238,32,F,2023-08-21,premium,,238@naver.com
239,23,F,2023-04-02,basic,,239@gmail.com
240,29,F,2021-03-21,premium,2025-05-11,240@naver.com
241,25,M,2021-03-27,premium,,241@gmail.com
242,33,M,2022-06-11,standard,,242@naver.com
243,18,M,2019-12-17,premium,2024-05-11,243@gmail.com
244,19,M,2022-10-23,standard,,244@naver.com
245,55,M,2019-08-24,standard,,245@naver.com
246,21,F,2020-12-13,standard,,246@gmail.com
247,23,F,2023-06-28,standard,,247@daum.net
248,52,M,2019-03-02,basic,,248@naver.com
249,63,F,2019-04-27,basic,,249@daum.net
250,22,F,2020-07-12,basic,,250@gmail.com
251,30,M,2024-05-12,standard,,251@gmail.com
252,37,F,2024-09-11,premium,,252@naver.com
253,51,M,2019-01-03,premium,,253@gmail.com
254,24,M,2020-12-21,basic,,254@gmail.com
255,32,F,2019-05-27,standard,,255@naver.com
256,42,F,2019-02-05,standard,,256@gmail.com
257,38,M,2025-09-05,basic,,257@daum.net
258,30,M,2022-01-05,standard,,258@gmail.com
259,33,F,2024-08-21,basic,,259@gmail.com
260,20,M,2023-11-03,premium,2024-06-27,260@naver.com
261,32,F,2022-03-10,basic,,261@daum.net
262,31,F,2024-05-02,premium,,262@gmail.com
263,36,M,2020-10-06,premium,,263@gmail.com
264,28,F,2021-12-07,standard,,264@daum.net
265,39,F,2021-09-07,basic,,265@daum.net
266,44,F,2023-01-21,basic,,266@naver.com
267,36,M,2020-06-29,premium,2025-09-17,267@naver.com
268,38,M,2024-04-14,basic,,268@naver.com
269,35,M,2024-12-20,basic,,269@naver.com
270,34,F,2025-04-22,premium,,270@naver.com
271,27,F,2025-05-04,standard,,271@gmail.com
272,37,F,2023-07-16,standard,2025-03-13,272@gmail.com
273,33,F,2024-08-28,basic,,273@gmail.com
274,55,M,2023-11-25,standard,,274@daum.net
275,50,M,2025-10-05,premium,,275@naver.com
276,38,F,2019-09-13,basic,,276@naver.com
277,26,F,2020-05-28,basic,2025-06-20,277@naver.com
278,23,F,2021-12-24,basic,,278@daum.net
279,46,M,2023-05-28,standard,,279@gmail.com
280,37,M,2022-09-22,basic,2024-07-15,280@gmail.com
281,39,F,2019-09-03,premium,,281@gmail.com
282,18,M,2020-02-21,basic,,282@naver.com
283,43,M,2025-02-07,basic,,283@daum.net
284,39,F,2021-03-13,premium,,284@naver.com
285,23,F,2019-02-13,premium,,285@naver.com
286,29,F,2023-10-22,standard,,286@daum.net
287,37,F,2025-03-23,premium,,287@gmail.com
288,35,F,2022-11-10,basic,2024-02-11,288@naver.com
289,31,M,2019-04-08,standard,2024-05-14,289@naver.com
290,33,M,2019-06-02,basic,,290@naver.com
291,31,F,2019-12-16,standard,,291@daum.net
292,36,M,2025-03-04,standard,,292@gmail.com
293,49,F,2023-11-30,premium,2025-09-03,293@daum.net
294,18,F,2020-07-24,basic,,294@gmail.com
295,32,M,2021-09-30,standard,,295@naver.com
296,36,M,2025-02-07,premium,,296@naver.com
297,37,F,2025-08-02,standard,,297@daum.net
298,30,M,2025-04-22,basic,,298@naver.com
299,18,M,2022-04-07,standard,,299@gmail.com
300,37,F,2024-07-01,basic,,300@gmail.com
301,51,M,2019-04-27,standard,,301@naver.com
302,19,M,2025-07-20,standard,,302@daum.net
303,43,F,2020-07-28,standard,,303@gmail.com
304,31,F,2025-10-25,standard,,304@daum.net
305,33,M,2019-02-12,standard,,305@naver.com
306,23,F,2025-07-24,basic,,306@gmail.com
307,31,F,2022-09-26,basic,,307@gmail.com
308,47,M,2022-08-22,basic,,308@naver.com
309,40,M,2023-10-19,premium,,309@gmail.com
310,51,F,2022-04-15,standard,2024-06-23,310@gmail.com
311,46,M,2023-08-18,basic,2024-04-07,311@naver.com
312,38,F,2019-09-30,standard,,312@daum.net
313,51,F,2023-08-27,standard,,313@gmail.com
314,38,M,2020-07-13,standard,,314@gmail.com
315,42,F,2019-04-07,standard,,315@gmail.com
316,31,F,2023-08-17,premium,,316@naver.com
317,35,F,2023-10-22,basic,,317@daum.net
318,27,M,2019-11-26,standard,2024-05-26,318@daum.net
319,44,F,2024-02-26,standard,2024-05-03,319@daum.net
320,22,M,2025-09-06,standard,,320@daum.net
321,42,F,2023-12-07,basic,,321@gmail.com
322,32,F,2020-08-11,standard,,322@gmail.com
323,46,M,2019-08-08,basic,,323@naver.com
324,42,M,2019-08-16,standard,,324@daum.net
325,52,F,2023-05-22,standard,,325@daum.net
326,41,F,2020-09-01,basic,,326@gmail.com
327,18,M,2021-08-19,premium,,327@gmail.com
328,33,M,2019-05-07,premium,,328@gmail.com
329,22,F,2022-02-15,standard,2024-10-29,329@gmail.com
330,29,M,2020-03-06,premium,,330@naver.com
331,49,F,2022-01-13,premium,2024-08-24,331@naver.com
332,40,M,2023-03-03,basic,,332@naver.com
333,27,M,2025-10-24,standard,,333@gmail.com
334,24,F,2021-01-18,standard,,334@daum.net
335,34,M,2021-04-11,standard,,335@naver.com
336,22,F,2024-09-06,premium,,336@daum.net
337,27,F,2022-07-22,standard,2025-06-30,337@daum.net
338,37,M,2021-11-14,basic,,338@gmail.com
339,46,M,2021-06-14,standard,2024-11-06,339@gmail.com
340,40,M,2024-01-24,standard,2025-04-28,340@daum.net
341,18,F,2022-05-31,basic,2024-04-21,341@naver.com
342,37,F,2024-01-09,basic,,342@gmail.com
343,35,F,2023-07-16,basic,,343@naver.com
344,38,M,2019-12-18,standard,2024-03-20,344@naver.com
345,50,M,2020-11-10,basic,2025-09-19,345@daum.net
346,18,M,2019-05-27,basic,,346@gmail.com
347,28,F,2021-10-06,basic,,347@daum.net
348,40,M,2022-06-20,standard,2024-11-15,348@daum.net
349,18,M,2020-08-02,basic,,349@gmail.com
350,49,M,2023-12-21,basic,,350@gmail.com
351,38,M,2021-12-25,standard,,351@naver.com
352,42,F,2020-03-29,basic,,352@gmail.com
353,28,F,2020-07-31,basic,,353@gmail.com
354,42,F,2023-10-28,standard,,354@naver.com
355,45,M,2021-01-15,basic,2024-06-23,355@daum.net
356,36,F,2021-05-03,basic,2025-05-06,356@daum.net
357,36,M,2025-07-04,standard,,357@gmail.com
358,37,F,2019-05-27,basic,,358@daum.net
359,25,F,2023-01-28,standard,2024-06-16,359@gmail.com
360,33,M,2020-08-15,premium,,360@daum.net
361,32,F,2025-04-29,standard,,361@daum.net
362,38,M,2024-05-11,standard,,362@daum.net
363,44,M,2019-06-01,premium,2024-08-16,363@gmail.com
364,23,M,2021-10-08,standard,2024-04-24,364@daum.net
365,33,M,2024-04-15,standard,,365@gmail.com
366,49,F,2022-11-12,standard,,366@naver.com
367,27,F,2022-06-22,standard,2024-08-22,367@naver.com
368,26,F,2019-12-20,premium,2024-09-03,368@gmail.com
369,36,F,2023-01-17,basic,,369@gmail.com
370,42,F,2019-08-28,premium,,370@daum.net
371,34,M,2021-04-05,standard,,371@naver.com
372,47,M,2020-09-11,standard,,372@naver.com
373,43,M,2023-08-29,standard,,373@naver.com
374,42,F,2022-05-08,basic,,374@naver.com
375,40,F,2022-01-06,basic,,375@daum.net
376,57,F,2021-10-14,premium,2024-06-25,376@gmail.com
377,32,M,2021-10-06,standard,,377@daum.net
378,18,M,2024-05-31,premium,,378@daum.net
379,50,F,2025-04-19,basic,,379@naver.com
380,29,M,2020-02-19,basic,,380@gmail.com
381,35,F,2024-01-29,basic,2024-02-09,381@gmail.com
382,47,M,2019-07-05,basic,2025-06-25,382@daum.net
383,18,M,2023-07-19,standard,,383@daum.net
384,21,F,2020-08-07,premium,,384@gmail.com
385,18,F,2020-10-24,premium,2024-11-23,385@gmail.com
386,26,F,2025-01-16,standard,,386@gmail.com
387,38,M,2020-04-28,basic,,387@gmail.com
388,39,M,2022-08-29,standard,,388@daum.net
389,37,F,2024-07-15,standard,,389@daum.net
390,20,F,2024-09-20,standard,,390@gmail.com
391,18,M,2020-06-14,standard,2024-08-12,391@daum.net
392,35,F,2021-08-15,basic,2025-04-29,392@gmail.com
393,29,M,2022-12-26,basic,,393@naver.com
394,39,M,2023-03-10,premium,,394@naver.com
395,41,F,2020-02-28,standard,,395@daum.net
396,35,F,2023-03-21,premium,2024-07-08,396@daum.net
397,42,M,2019-01-04,basic,,397@gmail.com
398,36,M,2023-06-12,standard,2024-04-21,398@gmail.com
399,39,F,2024-03-20,basic,,399@gmail.com
400,27,F,2022-05-02,premium,2025-09-25,400@gmail.com
401,32,F,2020-09-27,basic,,401@daum.net
402,36,M,2020-09-11,standard,,402@daum.net
403,42,F,2023-11-23,basic,,403@gmail.com
404,30,F,2022-01-14,basic,,404@daum.net
405,39,F,2025-08-02,basic,,405@naver.com
406,31,M,2025-11-29,standard,,406@naver.com
407,33,F,2022-01-29,premium,,407@naver.com
408,42,F,2020-12-05,premium,,408@gmail.com
409,18,F,2024-10-04,standard,,409@daum.net
410,21,F,2024-02-21,standard,2025-10-02,410@gmail.com
411,19,F,2020-03-02,standard,,411@gmail.com
412,18,M,2025-09-12,basic,,412@gmail.com
413,27,M,2020-06-02,standard,2024-04-29,413@gmail.com
414,41,F,2023-01-06,standard,,414@gmail.com
415,31,M,2020-04-28,standard,,415@gmail.com
416,36,M,2022-06-21,basic,,416@daum.net
417,45,F,2023-06-06,basic,,417@daum.net
418,47,M,2019-11-09,basic,,418@gmail.com
419,33,F,2020-11-02,premium,,419@gmail.com
420,48,M,2024-05-04,standard,,420@naver.com
421,35,M,2025-10-11,standard,2025-11-12,421@daum.net
422,26,M,2025-06-18,standard,,422@daum.net
423,28,F,2024-05-01,standard,2025-06-20,423@daum.net
424,19,F,2025-12-14,basic,,424@naver.com
425,25,M,2020-03-03,basic,,425@naver.com
426,30,M,2020-06-06,standard,,426@gmail.com
427,42,M,2021-11-16,basic,,427@daum.net
428,51,F,2019-04-01,basic,2024-09-01,428@daum.net
429,20,F,2024-08-31,standard,,429@gmail.com
430,38,F,2021-08-16,basic,,430@daum.net
431,24,M,2019-02-11,premium,,431@gmail.com
432,39,F,2023-05-23,premium,,432@daum.net
433,33,M,2021-03-10,premium,,433@daum.net
434,18,M,2020-08-02,premium,,434@gmail.com
435,43,M,2020-07-08,basic,,435@naver.com
436,28,M,2020-10-05,standard,,436@gmail.com
437,29,M,2021-04-06,standard,,437@naver.com
438,23,F,2023-05-23,basic,2025-09-22,438@daum.net
439,27,M,2020-02-29,premium,,439@gmail.com
440,38,F,2022-06-09,basic,2024-09-30,440@naver.com
441,32,F,2025-07-13,standard,,441@daum.net
442,37,F,2025-11-02,standard,,442@gmail.com
443,38,M,2024-11-18,premium,,443@gmail.com
444,47,F,2020-11-15,standard,,444@naver.com
445,31,M,2020-01-14,standard,,445@naver.com
446,19,M,2025-03-24,basic,,446@naver.com
447,45,M,2021-11-12,standard,,447@gmail.com
448,31,F,2022-04-07,standard,,448@daum.net
449,45,F,2022-01-09,standard,,449@naver.com
450,38,F,2019-12-15,standard,,450@gmail.com
451,33,F,2024-02-12,basic,,451@daum.net
452,37,F,2020-09-11,basic,,452@daum.net
453,54,F,2020-08-26,premium,,453@naver.com
454,55,F,2024-05-11,basic,,454@gmail.com
455,35,M,2024-01-21,standard,,455@naver.com
456,36,F,2024-11-10,standard,2025-08-13,456@naver.com
457,45,F,2024-01-03,premium,,457@gmail.com
458,26,M,2019-04-13,basic,,458@naver.com
459,37,M,2021-12-16,basic,,459@daum.net
460,34,M,2021-11-27,premium,,460@gmail.com
461,37,F,2021-04-12,standard,,461@daum.net
462,26,M,2022-07-03,standard,2025-04-02,462@gmail.com
463,18,M,2022-07-11,standard,,463@daum.net
464,18,F,2023-05-12,standard,,464@naver.com
465,23,F,2025-10-22,premium,,465@gmail.com
466,29,F,2023-08-13,standard,2025-07-22,466@daum.net
467,31,F,2025-08-12,premium,,467@gmail.com
468,53,M,2024-11-21,premium,,468@naver.com
469,45,M,2024-03-16,standard,,469@gmail.com
470,24,F,2020-12-09,standard,,470@daum.net
471,37,M,2023-02-05,standard,,471@daum.net
472,30,F,2019-10-17,premium,,472@daum.net
473,31,F,2025-07-20,standard,,473@naver.com
474,36,F,2020-04-28,basic,,474@naver.com
475,40,F,2020-09-09,premium,,475@naver.com
476,31,F,2025-08-23,standard,,476@daum.net
477,45,F,2019-11-12,premium,,477@daum.net
478,23,M,2022-11-16,standard,,478@gmail.com
479,34,M,2023-01-28,standard,,479@naver.com
480,60,M,2020-07-21,standard,,480@gmail.com
481,36,F,2021-10-06,standard,,481@gmail.com
482,48,M,2024-07-28,basic,,482@daum.net
483,35,M,2024-01-17,standard,2025-11-23,483@gmail.com
484,40,F,2023-03-01,standard,,484@daum.net
485,33,M,2022-11-09,premium,2025-08-15,485@naver.com
486,32,F,2021-08-09,basic,,486@gmail.com
487,26,M,2023-06-04,basic,,487@naver.com
488,38,M,2019-02-17,standard,,488@naver.com
489,25,M,2019-07-02,basic,,489@daum.net
490,41,M,2024-07-20,basic,,490@naver.com
491,45,F,2020-03-27,standard,,491@daum.net
492,38,F,2024-02-02,standard,,492@daum.net
493,31,F,2019-02-11,standard,,493@daum.net
494,39,F,2020-11-09,basic,,494@naver.com
495,31,F,2025-08-26,premium,,495@gmail.com
496,43,F,2020-11-18,standard,,496@naver.com
497,18,M,2025-12-20,standard,,497@gmail.com
498,31,M,2020-12-04,basic,,498@naver.com
499,18,F,2023-07-06,premium,,499@daum.net
500,19,F,2023-10-03,premium,2025-11-15,500@naver.com
501,48,M,2023-06-30,basic,,501@gmail.com
502,43,M,2021-01-31,standard,,502@naver.com
503,27,M,2024-05-19,standard,2026-01-20,503@daum.net
504,19,M,2021-03-14,standard,,504@daum.net
505,18,F,2022-04-21,standard,2024-03-17,505@gmail.com
506,29,M,2021-09-02,basic,,506@naver.com
507,58,F,2024-12-07,standard,2025-07-18,507@naver.com
508,38,F,2025-12-13,premium,,508@gmail.com
509,28,M,2024-05-09,basic,,509@gmail.com
510,39,F,2022-04-06,basic,,510@gmail.com
511,18,F,2021-12-31,basic,,511@daum.net
512,31,M,2021-09-04,premium,,512@daum.net
513,35,M,2021-06-28,basic,,513@daum.net
514,33,F,2022-05-02,basic,,514@daum.net
515,42,M,2022-06-12,standard,,515@daum.net
516,37,M,2024-02-06,standard,,516@gmail.com
517,41,M,2023-12-07,standard,2024-02-21,517@daum.net
518,27,M,2025-04-07,premium,,518@gmail.com
519,43,F,2023-04-14,basic,2025-07-10,519@naver.com
520,50,M,2026-01-10,standard,,520@naver.com
521,24,F,2025-05-03,standard,,521@naver.com
522,25,M,2022-06-12,basic,,522@gmail.com
523,47,F,2021-12-03,premium,,523@gmail.com
524,32,M,2022-04-06,standard,,524@daum.net
525,48,F,2019-03-02,basic,,525@gmail.com
526,30,F,2021-05-05,basic,,526@gmail.com
527,49,M,2021-09-18,basic,,527@daum.net
528,35,F,2024-07-10,premium,,528@gmail.com
529,37,M,2020-11-11,basic,2024-06-11,529@daum.net
530,50,F,2023-08-25,premium,,530@daum.net
531,30,F,2021-04-14,basic,,531@naver.com
532,25,M,2021-07-30,premium,,532@gmail.com
533,30,M,2019-06-28,premium,,533@gmail.com
534,39,M,2022-09-05,basic,,534@gmail.com
535,18,F,2019-09-09,basic,,535@naver.com
536,40,F,2020-06-17,standard,,536@gmail.com
537,29,M,2022-07-23,basic,,537@naver.com
538,45,M,2023-12-03,basic,,538@gmail.com
539,18,M,2021-11-12,standard,,539@naver.com
540,26,F,2020-10-14,premium,,540@gmail.com
541,18,M,2025-05-12,standard,,541@daum.net
542,26,M,2021-06-24,premium,,542@gmail.com
543,36,F,2021-04-11,standard,,543@gmail.com
544,32,M,2019-06-26,standard,,544@gmail.com
545,31,F,2021-06-30,basic,,545@daum.net
546,32,M,2020-07-23,standard,,546@gmail.com
